,Gender,Age,Occupation,Zipcode
4741,M,25,3,94118
4742,M,56,13,6312
4743,M,50,15,1274
4744,F,18,4,06268
4745,M,50,1,19087
4746,M,18,4,26201
4747,M,45,16,6030
4748,M,45,0,23462
4749,F,25,0,91107
4750,M,50,15,0247
4751,F,18,4,94121
4752,M,56,1,03825
4753,F,18,0,91107
4754,F,56,7,93060
4755,M,56,16,5590
4756,M,35,17,2345
4757,F,56,13,0326
4758,F,50,0,04259
4759,M,35,17,0611
4760,M,18,15,2104
4761,F,25,14,9411
4762,M,56,11,0425
4763,M,1,10,03608
4764,F,35,16,0330
4765,M,35,16,1001
4766,F,35,9,03769
4767,M,25,4,22030
4768,M,25,1,02571
4769,F,35,7,10012
4770,F,25,4,04101
4771,M,56,17,0380
4772,M,45,1,22314
4773,M,45,14,0745
4774,M,25,17,2346
4775,F,25,3,46227
4776,M,25,2,46142
4777,M,25,0,46227
4778,M,45,3,04011
4779,M,25,12,9411
4780,F,50,6,04086
4781,M,45,1,78212
4782,M,25,0,60618
4783,F,35,6,48105
4784,F,25,14,5510
4785,M,45,6,22630
4786,M,1,11,94610
4787,M,35,7,85331
4788,M,35,2,55104
4789,F,25,2,94133
4790,M,18,4,55116
4791,F,50,7,94123
4792,F,25,6,48108
4793,F,35,0,46142
4794,M,45,16,1096
4795,M,35,7,98103
4796,F,35,17,8406
4797,M,25,1,19335
4798,F,18,4,02809
4799,M,18,4,80521
4800,M,25,4,30349
4801,M,56,1,40601
4802,F,25,16,4575
4803,F,35,1,44107
4804,M,35,1,45750
4805,M,25,17,9003
4806,M,1,2,04101
4807,M,35,0,96707
4808,F,50,4,20902
4809,M,18,12,8052
4810,M,35,1,01773
4811,M,18,14,2530
4812,F,35,9,46077
4813,M,18,14,8052
4814,F,50,18,0484
4815,F,45,6,04240
4816,M,25,1,20912
4817,F,25,17,9100
4818,M,35,18,1735
4819,M,50,11,0421
4820,M,18,19,7508
4821,F,35,0,01545
4822,M,18,4,46219
4823,M,25,7,55411
4824,M,25,17,9460
4825,M,45,12,5543
4826,M,35,0,13045
4827,F,18,20,6019
4828,M,25,0,20008
4829,M,1,10,55317
4830,F,25,1,04210
4831,M,25,14,1785
4832,M,35,16,8132
4833,F,45,9,03862
4834,M,25,20,1445
4835,F,45,16,0407
4836,M,25,5,46254
4837,M,45,1,48309
4838,F,50,6,95014
4839,F,45,6,63135
4840,M,25,12,9411
4841,F,35,1,23062
4842,M,56,1,04032
4843,M,45,7,03840
4844,F,25,1,55413
4845,F,25,2,90066
4846,M,25,12,9413
4847,F,35,6,54971
4848,F,18,4,44515
4849,F,45,3,44555
4850,M,18,17,4440
4851,M,35,0,42025
4852,M,25,7,55346
4853,F,50,13,0385
4854,M,25,12,9003
4855,M,25,7,94110
4856,M,25,14,2343
4857,M,25,1,04086
4858,F,18,14,5040
4859,M,25,2,60640
4860,M,25,4,04309
4861,M,25,0,94086
4862,F,25,9,84037
4863,M,18,20,6313
4864,F,35,14,0213
4865,M,56,12,0408
4866,M,25,16,0410
4867,M,35,17,0382
4868,F,45,6,04578
4869,F,35,3,04108
4870,M,18,12,0409
4871,M,45,1,03909
4872,M,56,11,1376
4873,F,25,4,70808
4874,M,35,0,97403
4875,F,35,17,9820
4876,M,25,4,94703
4877,M,50,4,94070
4878,M,25,3,60626
4879,F,45,9,95030
4880,M,45,16,5540
4881,M,45,11,0330
4882,F,1,10,02906
4883,M,35,14,9026
4884,M,56,1,23513
4885,F,35,17,9250
4886,M,18,2,19072
4887,F,56,0,08055
4888,M,18,4,63108
4889,F,25,1,79928
4890,M,35,17,9413
4891,M,25,12,5540
4892,M,25,17,4809
4893,M,35,7,14607
4894,F,25,3,52001
4895,M,35,6,84103
4896,M,35,16,1684
4897,M,25,1,27713
4898,M,25,12,9440
4899,M,25,20,3362
4900,M,25,7,11228
4901,M,35,14,8405
4902,M,35,12,9595
4903,M,50,15,6312
4904,F,45,1,60417
4905,M,50,17,4950
4906,F,50,7,55082
4907,M,35,15,8528
4908,F,35,12,9401
4909,M,18,12,8404
4910,F,25,0,55421
4911,F,50,20,9811
4912,F,25,1,97002
4913,F,25,1,02453
4914,M,25,12,9142
4915,M,18,20,8505
4916,M,45,0,27312
4917,F,18,12,8410
4918,M,18,0,84058
4919,M,35,1,02144
4920,F,25,15,9250
4921,M,18,17,9812
4922,M,45,18,9982
4923,F,35,0,99801
4924,F,35,6,55401
4925,M,1,10,55616
4926,M,45,0,97520
4927,F,25,3,92103
4928,M,45,1,63105
4929,M,50,17,6303
4930,M,50,17,9003
4931,M,25,7,63303
4932,M,25,15,9404
4933,F,25,0,55108
4934,M,35,17,6295
4935,F,18,4,63144
4936,M,35,0,02108
4937,F,18,4,55406
4938,M,25,7,63105
4939,F,50,11,9410
4940,M,56,20,4428
4941,M,45,12,4051
4942,F,50,0,55401
4943,M,50,17,1456
4944,M,50,0,62234
4945,F,35,1,91106
4946,M,35,17,9003
4947,M,45,2,94618
4948,M,18,4,55104
4949,M,25,16,5542
4950,F,35,17,9029
4951,F,25,14,4806
4952,M,35,12,5508
4953,M,45,0,92679
4954,M,56,13,5580
4955,M,35,15,7700
4956,M,25,2,48197
4957,M,18,7,55403
4958,M,25,17,2345
4959,M,56,1,55116
4960,M,25,7,46220
4961,M,25,6,55439
4962,M,45,17,9493
4963,M,35,0,94110
4964,M,1,10,63123
4965,M,50,14,5540
4966,M,18,4,94708
4967,F,50,20,9540
4968,M,18,19,9411
4969,F,25,12,9452
4970,M,35,7,94086
4971,M,35,0,95118
4972,F,56,2,94970
4973,M,35,20,9413
4974,M,35,0,90065
4975,M,25,11,6577
4976,M,25,4,92507
4977,M,35,14,6810
4978,M,35,2,55423
4979,M,25,1,55403
4980,M,50,1,55406
4981,M,25,12,6304
4982,F,45,16,5511
4983,M,35,0,55405
4984,M,35,0,29063
4985,M,18,12,5540
4986,F,56,8,90210
4987,M,25,17,5510
4988,M,25,0,55121
4989,F,25,4,55407
4990,F,56,14,9179
4991,F,25,2,55106
4992,M,45,17,5402
4993,M,45,17,5600
4994,M,50,20,5541
4995,M,35,7,94550
4996,M,1,10,90210
4997,F,18,4,48433
4998,F,56,13,9240
4999,M,25,4,46254
5000,F,25,2,63119
5001,M,25,17,9050
5002,M,35,12,4950
5003,F,56,1,90402
5004,M,45,16,9280
5005,M,35,3,48827
5006,F,18,4,91030
5007,M,25,20,6061
5008,F,45,16,6544
5009,M,45,15,6311
5010,M,18,4,64154
5011,M,50,15,4810
5012,M,18,4,26241
5013,M,45,0,92626
5014,M,35,6,92672
5015,F,35,1,89447
5016,M,35,12,9110
5017,F,56,12,9029
5018,M,25,7,10025
5019,F,56,13,9024
5020,M,50,6,90504
5021,M,35,7,91001
5022,M,35,20,9150
5023,F,45,1,14618
5024,M,25,20,6061
5025,M,25,17,9258
5026,F,25,14,0534
5027,M,25,12,9240
5028,M,25,4,70115
5029,M,18,1,70006
5030,F,25,4,89431
5031,M,18,17,0213
5032,F,56,13,6050
5033,F,25,15,6290
5034,F,25,17,1981
5035,M,35,7,14850
5036,M,35,12,1137
5037,M,25,20,1001
5038,F,35,4,97068
5039,M,45,12,4431
5040,F,45,6,60031
5041,F,18,2,55408
5042,F,18,6,92145
5043,F,35,6,23507
5044,M,35,0,43081
5045,M,25,16,6061
5046,M,45,6,23452
5047,F,35,7,30350
5048,M,25,12,6061
5049,F,18,4,11024
5050,F,50,7,11771
5051,M,35,16,0253
5052,M,25,4,84111
5053,M,35,2,20818
5054,F,35,16,9733
5055,M,45,1,16673
5056,M,50,7,84093
5057,M,56,17,8412
5058,M,45,16,2265
5059,M,45,17,8410
5060,F,18,19,0507
5061,M,50,16,6540
5062,F,1,10,22801
5063,M,18,4,43215
5064,M,25,14,2871
5065,F,25,1,23603
5066,M,56,13,9752
5067,M,35,7,19004
5068,F,56,0,95062
5069,M,25,2,55344
5070,F,25,7,75093
5071,M,45,17,9733
5072,M,56,2,93950
5073,M,1,0,20132
5074,M,50,6,97470
5075,M,25,3,19147
5076,M,25,2,20037
5077,M,45,7,19067
5078,M,25,4,70003
5079,F,50,12,9547
5080,F,18,4,19102
5081,M,35,1,23185
5082,M,25,4,16803
5083,M,18,4,10013
5084,M,56,17,7522
5085,M,25,1,23462
5086,F,25,6,19102
5087,M,25,17,3811
5088,F,35,16,7702
5089,F,35,19,7506
5090,M,25,17,1981
5091,M,56,14,1895
5092,M,50,7,19047
5093,M,18,10,6720
5094,F,35,1,23508
5095,M,25,11,7520
5096,M,56,16,1913
5097,M,50,7,19380
5098,M,18,0,02780
5099,M,50,6,19312
5100,M,25,0,90069
5101,M,25,12,9024
5102,F,35,16,7822
5103,M,35,20,1910
5104,M,50,7,18977
5105,F,35,1,19348
5106,F,45,0,08081
5107,F,25,9,93940
5108,F,45,6,19802
5109,M,35,15,7825
5110,M,35,2,78006
5111,M,35,13,8912
5112,M,25,0,55408
5113,F,1,10,22932
5114,M,56,12,0214
5115,M,35,6,95521
5116,F,25,0,70118
5117,M,1,10,95123
5118,F,25,0,10011
5119,M,50,7,80302
5120,M,25,7,91608
5121,M,25,0,20009
5122,M,50,12,3476
5123,M,35,2,20818
5124,M,45,0,10016
5125,M,25,11,0245
5126,M,45,5,98502
5127,M,50,7,94709
5128,M,45,17,4051
5129,F,50,1,33149
5130,F,25,1,77707
5131,M,35,7,77565
5132,M,18,11,1002
5133,M,25,17,9501
5134,M,35,7,64055
5135,M,25,12,9110
5136,M,18,18,6526
5137,M,25,17,3520
5138,M,50,16,1286
5139,M,25,6,35205
5140,M,18,17,5542
5141,M,25,1,92101
5142,M,18,4,44502
5143,F,50,0,66762
5144,M,35,7,77565
5145,M,56,1,04240
5146,M,18,0,48314
5147,M,25,20,9810
5148,M,35,1,10012
5149,M,25,3,98034
5150,M,18,19,3066
5151,F,25,4,44406
5152,M,25,7,60046
5153,M,25,16,2000
5154,M,25,16,3330
5155,M,18,14,1002
5156,M,35,1,74012
5157,F,18,4,44509
5158,M,35,7,37027
5159,F,18,4,90066
5160,M,25,4,30052
5161,M,25,17,9404
5162,M,45,6,53216
5163,F,35,17,9110
5164,M,35,6,91103
5165,M,50,6,42420
5166,M,18,15,0611
5167,M,35,7,01720
5168,F,50,4,53562
5169,M,18,4,63141
5170,M,56,17,9200
5171,F,35,11,0560
5172,M,1,10,60423
5173,M,45,1,45208
5174,F,35,9,33445
5175,M,1,10,60423
5176,M,45,14,3000
5177,M,50,0,45420
5178,M,25,12,9411
5179,M,35,11,8504
5180,M,25,7,19003
5181,F,35,7,55441
5182,F,18,20,4520
5183,M,18,20,6721
5184,F,35,4,44485
5185,M,35,12,9655
5186,M,18,16,0651
5187,F,35,9,44406
5188,F,45,7,80304
5189,F,35,0,85024
5190,F,25,4,55455
5191,M,25,7,80303
5192,M,35,12,1461
5193,M,25,7,55409
5194,M,35,7,80304
5195,M,56,7,20814
5196,F,56,3,75001
5197,F,18,4,55118
5198,F,25,1,35243
5199,F,35,15,4306
5200,M,50,7,95376
5201,M,18,4,02871
5202,F,45,6,01545
5203,M,50,13,5634
5204,M,25,1,02908
5205,M,35,7,91302
5206,M,25,0,98102
5207,M,25,4,55455
5208,M,50,1,46077
5209,F,35,17,6061
5210,M,25,1,40214
5211,M,18,2,90025
5212,M,18,0,31211
5213,F,35,9,07452
5214,F,56,6,91941
5215,M,18,2,81291
5216,M,25,17,0106
5217,M,18,0,89129
5218,M,18,4,94706
5219,M,25,7,91436
5220,F,56,1,96734
5221,M,25,12,9450
5222,M,56,10,1136
5223,M,35,1,10016
5224,M,18,4,55120
5225,M,35,0,98122
5226,M,18,10,6405
5227,M,1,0,75070
5228,M,25,0,60173
5229,M,25,12,9110
5230,M,35,7,92506
5231,M,25,4,14607
5232,M,25,5,97213
5233,F,25,0,60657
5234,M,25,4,14607
5235,M,25,14,4626
5236,M,25,7,55441
5237,F,50,16,0746
5238,M,35,7,07043
5239,F,25,0,94104
5240,F,25,4,02138
5241,M,25,1,14608
5242,M,1,10,54220
5243,M,18,4,01095
5244,F,45,1,27615
5245,F,18,0,64030
5246,F,1,10,01915
5247,F,45,14,2220
5248,F,45,14,7500
5249,M,50,6,01545
5250,F,25,17,9733
5251,M,25,20,6062
5252,F,56,13,0283
5253,M,18,4,32606
5254,M,1,10,55305
5255,M,25,16,3026
5256,F,25,2,10019
5257,M,35,4,58369
5258,M,25,6,94404
5259,M,35,7,78705
5260,M,35,12,1002
5261,F,25,14,4622
5262,M,35,7,40601
5263,M,18,4,15217
5264,M,45,1,97405
5265,M,35,1,42718
5266,M,35,7,20191
5267,F,25,2,68502
5268,M,18,0,37211
5269,M,25,12,8757
5270,F,25,0,94110
5271,M,25,7,90210
5272,M,56,20,9103
5273,M,25,0,60611
5274,M,25,17,6061
5275,F,25,4,91740
5276,M,25,20,9174
5277,F,25,7,55122
5278,F,25,14,5541
5279,M,18,4,12604
5280,M,25,2,90210
5281,F,18,4,63146
5282,M,18,2,63138
5283,M,25,16,5542
5284,M,18,4,55410
5285,M,45,16,9706
5286,M,25,8,85203
5287,M,56,13,9411
5288,M,45,2,94102
5289,F,18,4,60613
5290,M,45,1,44406
5291,M,25,0,97401
5292,M,25,12,9503
5293,M,25,2,60626
5294,M,35,7,55124
5295,F,1,0,27245
5296,M,25,12,1906
5297,M,35,17,5512
5298,M,25,2,43202
5299,M,25,20,9411
5300,M,25,17,0069
5301,F,1,10,02332
5302,F,56,6,45504
5303,F,35,9,55410
5304,F,18,4,95602
5305,F,25,17,9212
5306,M,25,5,85281
5307,M,56,7,27410
5308,M,25,0,02478
5309,F,56,1,60605
5310,M,50,0,62025
5311,M,25,1,10463
5312,M,56,0,55406
5313,F,25,0,94107
5314,M,25,12,2290
5315,M,18,4,55104
5316,F,25,0,02138
5317,M,18,17,9812
5318,M,18,17,9494
5319,F,18,5,43201
5320,M,25,4,02457
5321,M,35,17,9733
5322,M,25,20,9412
5323,M,25,7,02150
5324,F,50,7,86001
5325,M,25,2,55408
5326,M,25,7,55408
5327,F,25,4,91740
5328,F,25,5,91773
5329,F,25,0,19143
5330,M,35,14,0688
5331,M,18,4,30332
5332,F,25,7,02332
5333,F,56,13,4614
5334,M,25,14,7509
5335,M,56,7,75041
5336,F,35,3,02725
5337,M,25,17,2760
5338,M,18,17,6019
5339,F,50,3,95032
5340,F,25,3,85018
5341,F,35,7,22039
5342,F,25,9,60201
5343,F,50,1,98177
5344,F,25,17,8000
5345,F,25,3,97330
5346,M,25,6,53705
5347,M,18,5,55414
5348,F,50,2,97424
5349,M,18,5,55344
5350,F,45,1,85259
5351,F,35,5,55306
5352,M,25,6,77030
5353,F,45,3,78759
5354,M,56,0,78232
5355,M,45,0,78703
5356,F,18,20,6012
5357,M,35,7,10625
5358,M,18,16,2770
5359,M,18,12,4365
5360,F,50,16,9202
5361,M,35,13,6313
5362,M,56,13,3067
5363,F,25,3,55408
5364,M,18,12,9025
5365,M,18,12,9004
5366,M,18,4,55344
5367,F,25,17,2012
5368,M,25,15,0213
5369,M,25,12,9807
5370,M,25,11,5540
5371,M,25,4,10549
5372,M,18,12,5511
5373,M,35,7,38018
5374,M,25,0,02131
5375,M,25,17,9453
5376,F,18,3,10017
5377,M,35,18,1046
5378,M,25,7,84095
5379,M,18,4,01125
5380,M,25,14,1000
5381,M,18,4,07461
5382,M,35,1,55430
5383,F,25,3,94117
5384,M,25,12,8522
5385,M,25,14,6004
5386,F,25,1,45056
5387,F,18,4,10580
5388,M,45,7,01905
5389,M,1,0,78130
5390,M,25,7,10016
5391,M,50,1,98112
5392,M,35,7,10471
5393,M,18,0,60618
5394,M,50,1,13224
5395,M,25,6,89118
5396,M,18,0,60451
5397,M,56,17,7130
5398,M,25,1,12553
5399,F,18,4,30010
5400,F,18,1,20003
5401,F,25,0,30102
5402,M,1,10,59801
5403,M,25,0,30068
5404,F,50,7,12866
5405,F,35,0,49504
5406,F,35,17,3009
5407,M,25,20,1123
5408,M,45,1,60091
5409,F,45,2,21212
5410,F,1,19,14850
5411,M,25,12,9733
5412,M,35,1,59801
5413,M,1,10,07652
5414,F,25,7,03862
5415,F,25,5,01801
5416,M,18,17,1903
5417,F,25,0,53589
5418,F,18,12,0505
5419,F,1,19,14850
5420,M,35,17,2203
5421,M,50,7,94114
5422,F,50,5,60714
5423,F,35,2,80012
5424,M,18,4,53211
5425,M,25,14,9582
5426,M,35,19,1120
5427,F,25,6,28412
5428,F,25,1,02460
5429,F,45,1,26505
5430,M,56,1,19026
5431,M,56,13,0174
5432,F,35,17,4501
5433,F,25,7,60618
5434,M,45,18,0255
5435,M,18,4,90024
5436,M,25,11,5542
5437,M,25,14,6004
5438,M,56,13,1911
5439,F,45,2,37923
5440,M,50,7,95762
5441,M,25,7,63110
5442,M,25,12,0191
5443,F,18,4,55449
5444,M,25,0,43223
5445,F,50,1,65203
5446,M,45,2,60626
5447,M,45,19,6062
5448,M,18,12,0170
5449,M,18,12,0214
5450,F,25,1,98115
5451,M,35,6,10011
5452,M,18,4,30305
5453,M,35,7,10001
5454,F,18,17,5544
5455,M,35,1,32312
5456,M,18,12,5540
5457,F,18,2,98102
5458,F,1,10,99016
5459,M,18,4,02143
5460,M,50,0,94025
5461,M,25,17,8910
5462,M,35,0,53202
5463,M,35,7,77079
5464,F,25,0,10019
5465,M,25,12,9803
5466,M,35,0,63366
5467,M,25,12,9461
5468,M,35,12,2017
5469,M,56,7,20003
5470,M,18,7,10016
5471,M,35,1,27909
5472,M,25,1,20120
5473,M,25,12,2000
5474,M,25,4,94110
5475,F,35,0,20037
5476,M,35,1,55343
5477,M,35,7,02766
5478,M,35,1,50014
5479,F,25,14,0703
5480,M,45,12,5544
5481,M,18,7,10014
5482,F,25,6,15202
5483,M,45,17,2174
5484,M,25,4,08544
5485,M,25,0,17821
5486,M,25,17,9513
5487,M,25,15,9112
5488,M,18,7,94104
5489,M,45,17,8090
5490,M,18,7,10016
5491,M,18,4,55104
5492,M,35,12,9679
5493,F,35,17,9430
5494,F,18,4,95076
5495,M,25,7,90069
5496,M,25,4,60201
5497,F,50,1,62901
5498,F,25,19,6020
5499,F,35,20,1485
5500,M,25,2,33334
5501,M,25,2,66044
5502,F,25,9,55409
5503,M,45,7,85287
5504,F,25,4,02141
5505,F,18,14,6061
5506,M,45,7,44325
5507,M,25,20,9451
5508,M,25,0,11215
5509,M,18,4,19100
5510,M,45,1,92407
5511,F,25,17,0170
5512,M,35,1,91768
5513,F,1,10,76501
5514,M,18,4,16101
5515,F,50,16,9825
5516,M,56,0,80210
5517,M,50,17,7866
5518,M,35,15,3316
5519,M,45,1,18901
5520,F,25,6,02118
5521,M,25,14,0246
5522,M,35,0,60187
5523,F,1,10,26505
5524,F,1,10,55311
5525,F,35,2,27514
5526,M,25,1,70803
5527,M,50,1,45840
5528,M,18,6,05273
5529,F,18,4,63141
5530,M,50,17,0905
5531,M,25,17,2740
5532,F,50,2,10025
5533,M,45,16,3010
5534,M,25,15,9453
5535,M,25,16,6720
5536,F,56,1,10543
5537,M,45,12,5510
5538,F,25,20,9140
5539,M,35,1,19149
5540,M,56,7,93924
5541,M,45,7,11576
5542,M,25,17,9740
5543,M,25,15,0887
5544,F,35,16,9807
5545,M,18,14,2630
5546,F,18,4,10025
5547,F,18,4,02138
5548,F,50,9,76034
5549,M,35,15,4818
5550,F,35,20,9810
5551,M,50,7,23233
5552,M,35,3,29425
5553,M,25,1,92116
5554,M,1,10,37830
5555,M,45,6,92103
5556,M,35,14,3370
5557,M,1,10,02446
5558,M,50,1,77706
5559,F,35,17,9803
5560,F,25,3,74075
5561,F,35,1,54650
5562,F,25,7,11753
5563,M,45,20,0244
5564,M,18,17,0211
5565,M,35,7,20901
5566,M,50,3,78704
5567,M,18,4,49841
5568,F,18,1,07666
5569,M,25,1,07666
5570,F,25,9,07307
5571,F,25,4,63119
5572,F,35,1,14619
5573,M,25,0,20878
5574,M,35,7,19808
5575,M,25,4,55369
5576,M,50,1,12970
5577,F,18,1,02109
5578,F,35,7,07039
5579,M,45,7,01581
5580,M,25,0,10016
5581,M,45,1,50011
5582,M,56,15,3783
5583,F,50,0,10016
5584,M,25,4,10016
5585,M,35,20,9410
5586,M,25,17,2204
5587,F,25,20,6064
5588,F,25,0,04101
5589,F,45,12,9411
5590,M,18,0,10009
5591,M,25,1,53706
5592,M,50,16,9021
5593,F,45,0,55419
5594,M,25,20,9002
5595,M,35,12,2220
5596,F,18,4,95008
5597,M,18,4,27607
5598,M,35,7,90020
5599,F,45,0,12833
5600,M,35,1,98225
5601,M,35,0,97212
5602,M,50,7,02461
5603,M,35,15,6311
5604,F,18,2,95008
5605,F,25,14,2104
5606,M,18,4,11209
5607,M,18,3,78722
5608,F,50,1,30602
5609,F,25,1,54880
5610,F,35,7,04015
5611,F,25,1,02148
5612,F,35,0,98622
5613,M,25,0,12833
5614,M,35,7,07028
5615,M,45,1,08840
5616,M,25,14,4833
5617,F,18,4,92612
5618,F,18,4,22310
5619,M,35,14,5533
5620,M,25,7,02135
5621,M,35,15,0177
5622,M,25,11,8410
5623,M,25,7,19380
5624,M,25,1,01760
5625,M,56,16,3204
5626,M,25,0,07040
5627,M,18,4,90024
5628,M,25,14,0246
5629,M,35,17,0685
5630,M,35,12,0194
5631,F,18,4,78628
5632,M,50,1,98262
5633,M,25,14,5540
5634,F,35,9,06854
5635,M,25,7,98102
5636,M,1,10,11102
5637,M,18,1,32601
5638,F,18,4,62025
5639,M,35,17,7876
5640,F,25,17,4847
5641,M,1,10,73013
5642,F,35,1,84108
5643,F,18,4,92833
5644,M,25,2,87123
5645,M,18,4,96744
5646,M,18,1,62522
5647,M,25,17,4847
5648,F,18,4,90025
5649,F,35,12,9110
5650,F,25,6,74105
5651,M,18,0,47901
5652,M,50,1,74105
5653,M,25,4,95616
5654,F,25,6,77054
5655,M,25,15,0375
5656,M,50,14,9202
5657,M,56,0,32043
5658,M,25,0,20874
5659,M,25,2,78722
5660,F,25,15,0325
5661,M,1,10,07960
5662,F,35,20,7509
5663,M,18,4,48363
5664,M,18,4,10461
5665,M,18,16,1120
5666,M,35,7,10009
5667,F,25,3,41030
5668,M,56,1,90024
5669,M,18,4,48109
5670,M,25,1,02146
5671,F,25,4,43212
5672,F,35,1,55417
5673,M,35,7,94306
5674,M,35,14,3003
5675,M,25,20,7874
5676,M,25,1,13210
5677,M,35,17,9810
5678,M,35,2,33020
5679,M,50,20,9411
5680,F,25,7,92122
5681,M,18,0,23455
5682,F,18,9,94538
5683,M,18,16,9411
5684,M,25,17,9411
5685,M,56,16,6061
5686,F,1,0,55403
5687,F,18,4,78666
5688,M,25,0,84119
5689,M,18,4,78666
5690,M,35,14,6601
5691,F,25,7,29615
5692,F,25,4,90034
5693,F,25,12,9064
5694,F,35,3,21221
5695,F,25,14,9736
5696,M,25,0,95826
5697,M,35,14,5541
5698,M,35,15,9470
5699,F,18,14,5542
5700,M,25,7,55311
5701,M,18,0,90034
5702,M,56,1,14068
5703,F,18,4,90024
5704,F,18,4,90024
5705,M,18,17,0855
5706,M,25,12,0106
5707,M,35,1,90034
5708,M,18,4,90024
5709,M,25,15,9003
5710,M,25,7,47714
5711,M,35,1,90024
5712,F,50,7,91362
5713,M,35,2,96753
5714,M,18,4,90024
5715,M,1,10,03756
5716,M,25,0,03766
5717,F,35,14,3801
5718,M,56,7,21773
5719,M,25,0,60610
5720,M,45,11,9004
5721,M,25,20,4810
5722,M,18,12,5505
5723,M,25,15,9410
5724,M,18,2,10018
5725,M,25,1,77845
5726,M,25,4,92843
5727,F,35,20,0982
5728,M,18,10,9901
5729,M,18,0,94111
5730,F,25,11,1002
5731,F,25,11,0211
5732,M,25,4,48109
5733,F,25,14,1002
5734,M,25,6,19342
5735,M,25,1,08904
5736,M,45,15,9355
5737,M,25,12,5540
5738,M,25,7,90212
5739,M,25,1,60613
5740,M,50,13,6062
5741,F,25,12,2085
5742,F,35,0,55442
5743,F,25,4,66044
5744,F,18,4,90024
5745,M,18,15,9406
5746,M,25,0,03755
5747,M,25,0,92155
5748,M,25,2,94117
5749,M,18,1,04101
5750,F,1,0,14167
5751,F,56,0,14850
5752,M,18,17,7875
5753,F,18,1,60640
5754,F,35,2,78744
5755,F,1,10,98110
5756,M,1,10,05667
5757,F,50,1,29642
5758,F,25,1,08904
5759,M,18,12,1054
5760,M,25,20,9004
5761,F,35,6,55125
5762,F,25,1,08904
5763,F,50,12,7709
5764,M,25,11,4451
5765,M,56,14,9674
5766,M,25,2,75287
5767,F,1,7,20852
5768,M,45,14,0560
5769,M,25,0,80231
5770,M,25,7,95616
5771,M,35,7,16365
5772,M,25,6,89123
5773,M,18,4,94118
5774,M,25,11,1002
5775,M,18,12,9720
5776,M,1,0,05667
5777,M,35,12,8525
5778,M,25,5,10011
5779,M,18,17,9288
5780,M,25,2,11106
5781,F,35,0,55459
5782,F,45,1,92106
5783,M,18,10,5613
5784,F,25,7,60607
5785,M,25,6,53211
5786,M,25,20,9080
5787,M,25,0,92646
5788,M,25,17,9110
5789,F,35,0,55303
5790,M,18,4,44074
5791,M,25,17,4320
5792,M,25,2,91602
5793,M,35,17,5370
5794,M,25,1,92688
5795,F,25,7,10003
5796,M,25,7,78757
5797,M,35,0,80027
5798,M,25,5,80916
5799,M,35,18,9080
5800,M,25,16,0410
5801,F,25,0,98105
5802,M,1,10,01597
5803,F,35,7,94306
5804,F,25,0,90802
5805,F,50,1,08826
5806,M,35,7,01940
5807,F,25,7,37206
5808,M,25,7,37206
5809,M,50,16,9507
5810,M,18,4,60202
5811,F,25,7,92120
5812,M,25,7,94117
5813,M,25,0,91403
5814,M,25,20,9004
5815,M,25,0,70119
5816,M,25,17,3302
5817,M,25,4,92821
5818,M,50,6,70808
5819,M,45,0,43615
5820,M,25,15,0213
5821,F,35,4,78212
5822,M,25,12,0214
5823,M,18,12,1805
5824,F,25,4,43201
5825,M,18,4,60201
5826,M,25,2,55118
5827,M,25,17,9004
5828,F,25,4,78223
5829,F,18,4,78209
5830,M,25,1,92120
5831,F,25,0,78240
5832,F,35,0,78253
5833,M,56,16,9210
5834,F,35,0,55406
5835,M,25,0,91604
5836,M,25,7,60607
5837,F,45,7,02038
5838,M,25,1,27106
5839,F,1,0,44260
5840,F,35,7,10024
5841,M,25,4,43201
5842,M,35,1,83301
5843,F,1,10,02131
5844,F,25,3,79411
5845,M,45,16,7820
5846,F,18,4,02464
5847,M,50,20,2000
5848,M,35,17,9712
5849,F,25,7,78230
5850,F,18,20,5541
5851,F,25,1,94044
5852,M,50,19,1390
5853,M,45,7,33135
5854,M,50,7,19462
5855,F,25,7,78232
5856,F,45,2,43229
5857,M,25,4,01002
5858,M,25,7,89117
5859,F,25,4,91428
5860,F,50,1,98499
5861,F,25,9,76120
5862,F,25,14,8951
5863,F,50,1,28043
5864,M,25,17,9592
5865,F,25,6,06114
5866,F,45,3,91306
5867,M,35,14,8533
5868,F,25,7,19103
5869,M,25,14,9810
5870,F,25,4,01002
5871,M,25,17,6126
5872,M,18,12,1002
5873,M,25,4,01002
5874,M,25,4,19103
5875,M,50,7,30066
5876,M,18,12,0213
5877,F,25,0,60640
5878,M,35,7,02135
5879,M,25,1,08904
5880,M,35,17,3030
5881,M,35,7,60510
5882,F,18,0,02138
5883,M,18,4,20057
5884,M,25,1,96930
5885,M,25,20,0213
5886,F,35,20,6182
5887,M,25,20,6411
5888,M,50,20,0603
5889,M,35,20,7700
5890,M,18,4,55404
5891,M,45,2,10920
5892,M,25,7,02139
5893,M,35,0,70748
5894,M,25,1,43026
5895,M,25,0,60657
5896,M,25,20,0215
5897,F,18,0,02143
5898,M,35,17,3002
5899,M,25,7,60628
5900,F,35,7,92075
5901,M,50,16,7707
5902,M,25,11,0685
5903,F,45,12,9540
5904,F,35,20,7800
5905,F,18,4,19803
